sample_id,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
983,1,1,1,15,1,1,1,1,28,5,6,0,0,0,1,1,0,18,0,0,6,6,6,12,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,Graduate
984,2,12,1,17,0,1,1,23,28,10,4,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,13.9,-0.3,0.79,Enrolled
985,1,1,1,9,1,1,1,1,1,3,11,0,0,0,1,1,0,19,0,0,5,8,2,10,0,0,5,8,1,16,0,7.6,2.6,0.32,Dropout
986,1,1,1,12,1,1,1,13,14,4,4,0,0,0,1,1,0,19,0,0,8,8,7,13.71428571,0,0,8,8,7,13.71428571,0,12.7,3.7,-1.7,Graduate
987,1,4,1,4,1,4,1,1,1,5,7,0,0,0,1,1,0,28,0,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,Graduate
988,1,8,1,5,1,1,1,1,1,6,1,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0,0,7.6,2.6,0.32,Dropout
989,1,1,1,10,1,1,1,2,2,4,5,1,0,0,1,1,0,19,0,0,6,11,3,12,0,0,6,12,2,10,0,11.1,0.6,2.02,Dropout
990,1,8,2,6,1,1,1,13,28,10,2,1,0,1,0,1,0,19,0,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,Dropout
991,1,8,1,12,1,1,1,1,3,10,3,1,0,0,1,0,0,18,0,0,7,7,7,14.72857143,0,0,8,11,8,16.32727273,0,16.2,0.3,-0.92,Graduate
992,1,1,1,8,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,6,8,6,12,0,0,6,8,5,14.8,0,12.4,0.5,1.79,Graduate
993,1,1,1,15,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,6,8,6,11.42857143,0,0,6,7,6,11,0,11.1,0.6,2.02,Dropout
994,1,15,2,10,1,14,1,3,14,5,10,1,0,0,1,0,0,19,0,3,6,6,6,14.16666667,0,2,6,6,6,13.5,0,12.4,0.5,1.79,Graduate
995,2,4,1,10,1,3,1,22,27,29,43,0,0,0,1,0,0,31,0,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,Graduate
996,1,12,1,3,0,1,1,22,27,10,9,0,0,0,1,0,1,33,0,0,6,6,6,14.16666667,0,0,6,6,6,14.33333333,0,12.7,3.7,-1.7,Graduate
997,1,1,3,12,1,1,1,3,1,19,26,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
998,1,15,1,6,1,14,3,13,1,7,5,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
999,1,8,1,11,1,1,1,1,14,4,4,1,0,0,1,0,0,19,0,0,6,8,6,12.66666667,0,0,6,8,5,13.4,0,11.1,0.6,2.02,Graduate
1000,1,1,3,5,1,1,1,19,24,1,1,1,0,0,1,0,0,18,0,0,6,6,6,12.5,0,0,6,6,6,13,0,7.6,2.6,0.32,Dropout
1001,1,8,3,5,1,1,1,23,1,6,6,0,1,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1002,1,1,5,14,1,1,1,13,28,10,10,1,0,0,0,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1003,1,1,1,2,1,1,1,3,4,3,6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
1004,1,8,2,9,1,1,1,13,14,8,8,1,0,0,1,0,1,19,0,0,5,8,5,11.2,0,0,5,5,3,11,0,12.4,0.5,1.79,Graduate
1005,1,8,2,10,1,1,1,1,3,4,5,1,0,0,1,0,0,18,0,0,6,6,6,16.5,0,0,6,7,6,17.42857143,0,11.1,0.6,2.02,Dropout
1006,1,8,1,6,1,1,1,3,14,6,6,1,0,0,1,0,0,18,0,0,5,9,3,13.66666667,1,0,5,5,5,12,0,12.7,3.7,-1.7,Graduate
1007,1,8,6,12,1,1,1,22,27,10,7,1,0,0,1,0,1,18,0,0,8,8,7,15.22857143,0,0,8,8,7,15.22857143,0,12.7,3.7,-1.7,Graduate
1008,1,17,1,10,1,16,1,22,27,10,11,1,0,0,1,0,0,21,0,5,9,10,9,12.77777778,0,4,9,9,9,13.22222222,0,8.9,1.4,3.51,Graduate
1009,1,1,1,12,1,1,1,13,27,6,6,0,0,0,1,0,1,18,0,0,8,8,7,14.42857143,0,0,8,8,7,14.42857143,0,12.7,3.7,-1.7,Graduate
1010,1,8,3,14,1,1,1,1,28,4,4,1,0,0,1,0,0,18,0,0,6,8,6,13.875,0,0,6,7,6,13.71428571,0,11.1,0.6,2.02,Graduate
1011,1,1,2,12,1,1,1,13,14,10,11,1,0,0,1,0,0,18,0,0,7,10,7,13.128,0,0,8,13,6,13.19333333,0,15.5,2.8,-4.06,Graduate
1012,1,8,1,12,1,1,1,13,1,5,4,1,0,0,1,0,0,20,0,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,Graduate
1013,1,8,1,9,1,1,1,1,28,5,6,0,0,0,1,0,1,18,0,0,5,5,5,14.6,0,0,5,8,5,12,0,12.7,3.7,-1.7,Graduate
1014,1,1,2,15,1,1,1,13,1,5,6,1,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1015,1,9,2,9,1,1,1,22,28,29,28,1,0,0,1,0,1,20,0,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,Graduate
1016,1,8,1,11,1,1,1,13,14,10,9,1,0,0,1,0,0,20,0,0,6,6,6,12.33333333,0,0,6,6,6,12.33333333,0,12.4,0.5,1.79,Graduate
1017,1,8,1,9,1,1,1,22,1,10,10,1,0,1,1,0,1,19,0,0,5,5,4,11,0,0,5,5,0,0,0,11.1,0.6,2.02,Dropout
1018,1,16,1,5,1,1,1,3,1,4,6,0,0,0,1,0,1,19,0,5,11,11,11,13.18181818,0,5,11,11,11,12.90909091,0,11.1,0.6,2.02,Graduate
1019,1,8,4,14,1,1,1,13,27,10,13,1,1,1,0,0,1,18,0,0,6,6,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
1020,1,8,3,15,1,1,1,1,1,5,10,1,0,1,1,0,1,19,0,0,6,6,6,11.83333333,0,0,6,7,6,12.28571429,0,15.5,2.8,-4.06,Graduate
1021,1,1,2,12,1,1,1,1,28,5,8,1,0,0,1,0,1,20,0,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,Graduate
1022,1,15,1,9,1,14,1,13,1,5,10,1,0,0,1,0,0,21,0,4,7,10,6,11.33333333,0,1,5,6,5,11.2,0,11.1,0.6,2.02,Graduate
1023,1,14,2,12,1,1,1,26,3,3,3,0,0,0,1,0,0,21,0,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,Graduate
1024,1,8,1,5,1,1,1,23,28,10,10,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,Graduate
1025,1,9,2,16,1,1,1,23,28,29,36,1,0,0,1,0,0,19,0,0,7,7,7,13.14285714,0,0,7,8,7,12.85714286,0,8.9,1.4,3.51,Graduate
1026,1,8,3,6,1,1,1,1,14,5,12,0,0,0,0,0,0,21,0,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,Dropout
1027,1,1,1,6,1,1,1,18,14,5,12,0,0,0,1,0,0,18,0,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
1028,1,1,5,11,1,1,1,13,27,10,10,0,0,0,1,0,1,19,0,0,6,8,5,11.66666667,0,0,6,7,5,12.2,0,8.9,1.4,3.51,Graduate
1029,1,8,2,12,1,1,1,13,14,10,5,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
1030,1,1,4,12,1,1,1,1,1,10,10,1,0,0,1,0,1,19,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,Graduate
1031,1,1,2,9,1,1,1,1,14,5,4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
1032,1,1,1,16,1,1,1,13,27,6,8,0,0,0,1,0,1,18,0,0,6,11,4,12,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
1033,1,1,1,15,1,1,1,22,27,9,9,0,0,0,1,0,0,18,0,0,6,7,6,13.42857143,0,0,6,7,6,14.14285714,0,13.9,-0.3,0.79,Graduate
1034,1,8,1,6,1,1,1,1,27,10,10,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,8,5,15.57142857,0,10.8,1.4,1.74,Graduate
1035,1,8,1,5,1,1,1,23,14,8,8,1,0,0,1,0,0,18,0,0,6,6,2,13,0,0,6,6,0,0,0,12.4,0.5,1.79,Dropout
1036,1,1,3,5,1,1,1,1,28,10,8,0,0,0,1,0,1,18,0,0,6,6,6,14.33333333,0,0,6,7,6,14,0,11.1,0.6,2.02,Enrolled
1037,1,8,1,10,1,1,1,1,28,10,8,0,0,0,1,0,0,18,0,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
1038,1,1,1,10,1,1,1,1,3,5,3,0,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,13.16666667,0,10.8,1.4,1.74,Graduate
1039,1,13,1,6,1,1,1,1,28,5,10,1,0,0,1,0,1,20,0,1,2,2,2,12,0,1,6,11,6,12.83333333,0,13.9,-0.3,0.79,Graduate
1040,1,1,1,16,1,1,1,3,1,3,6,0,0,0,1,0,0,18,0,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
1041,1,8,4,5,1,1,1,1,14,5,6,1,0,0,1,0,0,18,0,0,6,8,5,11.8,0,0,6,7,5,10.4,1,16.2,0.3,-0.92,Graduate
1042,1,9,6,12,1,1,1,22,27,10,8,0,0,0,1,0,1,20,0,0,8,8,7,12.79142857,1,0,8,8,7,12.79142857,1,10.8,1.4,1.74,Graduate
1043,4,14,1,14,1,1,1,22,27,10,7,0,0,0,1,0,0,40,0,4,8,8,8,11.625,0,3,7,12,5,11.2,0,9.4,-0.8,-3.12,Graduate
1044,1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,0,1,18,0,0,7,11,6,11.99444444,0,0,8,11,7,12.43142857,0,15.5,2.8,-4.06,Graduate
1045,1,1,5,11,1,1,1,13,14,5,8,1,0,0,1,0,0,19,0,0,6,9,5,11.6,0,0,6,12,5,12.2,0,13.9,-0.3,0.79,Graduate
1046,1,4,1,17,0,15,1,1,14,5,10,0,0,0,1,0,0,24,0,0,5,5,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
1047,1,1,3,15,1,1,1,3,28,3,11,1,0,0,1,0,0,19,0,0,6,8,6,13.16666667,0,0,6,7,6,13.16666667,0,10.8,1.4,1.74,Dropout
1048,1,1,6,12,1,1,1,2,1,5,5,1,0,0,1,0,0,19,0,0,8,8,7,14.1,0,0,8,8,7,14.1,0,10.8,1.4,1.74,Graduate
1049,1,1,1,12,1,1,1,1,14,10,7,1,0,0,1,0,1,20,0,0,7,8,6,12.39666667,0,0,8,9,7,12.94285714,0,11.1,0.6,2.02,Graduate
1050,1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,15.01428571,0,0,8,8,8,16.0875,0,12.4,0.5,1.79,Graduate
1051,1,1,1,2,1,1,1,1,28,5,9,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1052,1,8,2,12,1,1,1,13,27,5,8,1,0,0,1,0,0,19,0,0,7,8,7,14.05,0,0,8,8,8,15.1,0,13.9,-0.3,0.79,Graduate
1053,1,8,3,12,1,1,1,3,3,5,6,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
1054,1,15,1,6,1,14,1,3,3,3,3,1,0,0,1,0,0,19,0,0,6,10,6,13,0,0,6,19,5,13,0,12.4,0.5,1.79,Graduate
1055,1,1,2,12,1,1,1,22,27,10,8,1,0,0,1,0,1,19,0,0,7,8,7,14.7875,0,0,8,8,8,15.8625,0,13.9,-0.3,0.79,Graduate
1056,1,1,1,12,1,1,1,13,14,6,8,0,0,0,1,0,1,19,0,0,7,7,7,13.7,0,0,8,9,7,14.67142857,0,12.4,0.5,1.79,Graduate
1057,1,1,2,12,1,1,1,1,27,5,5,1,0,0,1,0,1,19,0,0,7,7,7,12.49571429,0,0,8,9,7,12.24285714,0,11.1,0.6,2.02,Dropout
1058,1,1,1,12,1,1,1,1,28,2,8,0,0,0,1,0,0,19,0,0,7,7,6,14.56666667,0,0,7,7,6,14.56666667,0,7.6,2.6,0.32,Graduate
1059,1,12,1,14,1,9,1,1,14,2,6,1,0,1,0,0,0,25,0,0,5,5,5,11.2,0,0,5,5,4,11.25,0,9.4,-0.8,-3.12,Dropout
1060,1,1,1,12,1,1,1,13,14,5,11,0,0,0,1,0,0,20,0,0,8,8,7,12.68571429,0,0,8,8,7,12.68571429,0,12.7,3.7,-1.7,Graduate
1061,1,17,1,10,1,16,1,1,14,6,6,0,0,1,0,0,0,23,0,5,9,12,7,13.57142857,0,4,9,14,4,13.25,0,8.9,1.4,3.51,Dropout
1062,1,1,1,5,1,1,1,13,14,8,8,0,0,0,1,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1063,1,12,1,3,0,1,1,22,9,10,11,0,0,0,1,0,0,27,0,0,6,8,5,11,0,0,6,7,6,11.16666667,0,11.1,0.6,2.02,Graduate
1064,1,1,1,12,1,1,1,13,1,5,5,0,0,0,1,0,0,18,0,0,8,8,8,14.445,0,0,8,8,8,14.445,0,9.4,-0.8,-3.12,Graduate
1065,1,1,1,16,1,1,1,13,1,6,11,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1066,1,4,1,3,0,15,1,13,1,6,11,1,0,1,0,0,0,23,0,7,12,12,11,14,0,4,10,11,8,14.625,0,13.9,-0.3,0.79,Dropout
1067,1,1,6,12,1,1,1,23,27,6,7,1,0,0,1,0,1,19,0,0,7,7,6,13.41666667,0,0,7,7,6,13.41666667,0,7.6,2.6,0.32,Graduate
1068,1,1,1,9,1,1,1,22,28,4,4,0,0,0,1,0,0,18,0,0,5,8,5,12.33333333,2,0,5,7,5,11.4,0,15.5,2.8,-4.06,Graduate
1069,1,14,1,12,1,1,1,1,14,10,9,1,0,0,1,0,0,20,0,0,7,8,7,13.1,0,0,8,8,8,14.8125,0,13.9,-0.3,0.79,Graduate
1070,1,1,2,14,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,9,4,13.2,0,0,6,10,5,12.8,0,12.4,0.5,1.79,Graduate
1071,1,1,1,12,1,1,1,1,1,5,5,1,0,0,1,0,1,19,0,0,8,8,8,14.75,0,0,8,8,8,14.75,0,9.4,-0.8,-3.12,Graduate
1072,1,15,1,10,1,14,1,13,14,9,9,1,0,0,1,0,1,19,0,3,6,7,6,13.14285714,0,2,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate
1073,1,1,1,16,1,1,1,23,27,6,6,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
1074,1,1,1,6,1,1,1,3,3,2,12,0,0,0,1,0,0,18,0,0,5,6,4,13.75,0,0,5,8,5,14.85714286,0,7.6,2.6,0.32,Graduate
1075,1,1,1,10,1,1,1,22,27,10,6,0,0,0,1,0,0,18,0,0,6,11,5,12.4,0,0,6,7,6,13,0,9.4,-0.8,-3.12,Graduate
1076,1,1,2,15,1,1,1,13,14,5,8,1,0,0,1,0,0,18,0,0,6,6,6,13.33333333,0,0,6,6,6,12,0,11.1,0.6,2.02,Graduate
1077,1,2,1,16,1,1,1,13,28,10,10,0,0,0,0,0,0,28,0,11,11,11,11,11.72727273,0,8,8,8,8,12,0,15.5,2.8,-4.06,Dropout
1078,1,8,1,11,1,1,1,22,27,6,10,1,0,0,1,0,0,19,0,0,6,8,4,12.5,0,0,6,11,1,14,0,7.6,2.6,0.32,Dropout
1079,1,14,1,2,1,1,1,3,1,3,4,1,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
1080,1,1,2,12,1,1,1,1,27,5,10,1,0,0,1,0,1,19,0,0,7,8,6,13.53333333,0,0,8,9,7,13.61428571,0,12.4,0.5,1.79,Graduate
1081,1,1,1,5,1,1,1,1,14,5,1,0,1,0,1,0,1,20,0,0,6,6,6,13.16666667,0,0,6,6,6,12.66666667,0,11.1,0.6,2.02,Graduate
1082,1,1,2,11,1,1,1,13,14,10,10,1,0,0,1,0,1,19,0,0,6,9,5,13.2,0,0,6,8,5,11,0,12.4,0.5,1.79,Graduate
1083,1,16,1,5,1,1,1,5,1,3,11,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
1084,1,1,1,16,1,1,1,1,14,10,5,1,0,0,1,0,1,19,0,0,7,7,7,13.42857143,0,0,7,7,7,14.85714286,0,11.1,0.6,2.02,Graduate
1085,1,1,2,5,1,1,1,13,1,10,4,1,0,0,1,0,1,18,0,1,6,8,6,12.71428571,1,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
1086,1,8,2,8,1,1,1,3,1,3,2,0,0,0,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1087,1,8,1,14,1,1,1,10,28,10,6,0,0,0,1,0,1,19,0,0,6,6,6,13.66666667,0,0,6,9,6,13.66666667,0,8.9,1.4,3.51,Graduate
1088,1,1,1,15,1,1,1,23,14,18,16,0,0,1,1,0,0,20,0,0,6,6,5,11,0,0,6,6,6,13.16666667,0,16.2,0.3,-0.92,Graduate
1089,1,8,2,16,1,1,1,1,1,5,1,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,Enrolled
1090,1,14,1,2,1,1,1,13,14,6,8,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1091,1,8,1,8,1,1,1,1,1,5,6,0,0,0,1,0,0,18,0,0,5,7,4,12,0,0,5,6,5,12,0,7.6,2.6,0.32,Graduate
1092,1,8,3,15,1,1,1,13,14,6,9,0,0,0,1,0,0,18,0,0,6,6,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1093,1,8,3,10,1,1,1,22,28,1,8,1,0,0,1,0,0,18,0,0,6,14,5,11,0,0,6,6,6,11.66666667,0,7.6,2.6,0.32,Graduate
1094,1,9,4,15,1,1,1,13,14,5,5,1,0,0,1,0,0,20,0,0,6,12,5,12,0,0,6,8,6,11.57142857,0,15.5,2.8,-4.06,Dropout
1095,1,8,3,12,1,1,1,13,1,10,10,1,0,0,1,0,1,19,0,0,7,7,7,13.30857143,0,0,8,10,8,12.55,0,12.4,0.5,1.79,Graduate
1096,1,1,1,16,1,1,1,22,27,10,10,1,0,1,0,0,0,21,0,0,6,8,3,13.66666667,0,0,6,7,3,10.66666667,0,15.5,2.8,-4.06,Dropout
1097,1,8,1,14,1,3,1,10,3,6,9,1,0,1,0,0,0,20,0,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1098,1,1,1,11,1,1,1,22,28,10,10,1,0,0,1,0,0,18,0,0,6,10,5,12.2,0,0,6,8,4,11.25,0,9.4,-0.8,-3.12,Graduate
1099,1,1,1,15,1,1,1,1,4,6,4,0,0,0,1,0,1,20,0,0,6,7,6,12.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
1100,1,1,2,12,1,1,1,13,27,2,10,1,0,0,1,0,1,19,0,0,8,8,8,14.07125,0,0,8,8,8,14.07125,0,9.4,-0.8,-3.12,Graduate
1101,1,1,1,6,1,6,1,13,14,10,10,1,0,0,1,0,0,22,0,0,5,14,4,14.25,3,0,5,9,5,13.2,4,9.4,-0.8,-3.12,Dropout
1102,1,8,1,8,1,1,1,13,14,10,10,1,0,0,0,0,0,22,0,0,6,0,0,0,0,0,2,2,0,0,2,9.4,-0.8,-3.12,Dropout
1103,1,1,2,16,1,1,1,23,28,8,6,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
1104,1,14,1,9,1,1,1,3,14,10,10,0,0,0,1,0,0,21,0,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,7.6,2.6,0.32,Enrolled
1105,1,1,1,10,1,1,1,13,14,1,6,1,0,0,1,0,0,19,0,0,6,12,2,13,0,0,6,8,5,11.6,0,7.6,2.6,0.32,Graduate
1106,1,1,4,2,1,1,1,22,28,10,10,1,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
1107,1,1,2,12,1,1,1,19,24,1,1,1,0,0,1,0,1,20,0,0,8,8,7,14.90142857,1,0,8,8,7,14.90142857,1,9.4,-0.8,-3.12,Dropout
1108,1,1,3,12,1,1,1,23,14,9,9,1,0,1,1,0,1,18,0,0,7,8,7,12.65,0,0,8,9,8,12.44555556,0,15.5,2.8,-4.06,Graduate
1109,1,16,1,17,0,16,1,13,27,6,10,0,0,0,0,0,0,22,0,7,12,12,7,11,0,5,5,5,5,10.6,0,8.9,1.4,3.51,Dropout
1110,1,8,4,6,1,1,1,13,26,12,8,1,0,0,1,0,0,20,0,0,5,7,4,12.4,0,0,5,9,5,12.66666667,0,7.6,2.6,0.32,Graduate
1111,1,15,1,4,1,14,1,23,28,7,7,0,0,0,1,0,0,19,0,0,6,7,6,12,0,0,6,7,6,12.66666667,0,12.4,0.5,1.79,Graduate
1112,1,1,5,12,1,1,1,1,14,7,8,1,0,0,1,0,1,19,0,0,7,8,7,12.13571429,0,0,8,10,7,13.32857143,0,12.4,0.5,1.79,Graduate
1113,1,1,2,12,1,1,1,23,14,10,8,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled
1114,1,12,1,17,0,1,1,23,28,4,4,0,0,0,1,0,0,25,0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,15.5,2.8,-4.06,Enrolled
1115,1,1,1,12,1,1,1,13,14,10,8,0,0,0,1,0,1,19,0,0,7,12,6,13.76666667,0,0,8,10,7,14.05142857,0,15.5,2.8,-4.06,Graduate
1116,1,9,1,12,1,1,1,23,27,10,8,1,0,0,1,0,0,19,0,0,8,8,8,13.11625,0,0,8,8,8,13.11625,0,9.4,-0.8,-3.12,Graduate
1117,1,1,1,5,1,1,1,3,28,2,10,1,0,0,0,0,0,19,0,0,5,5,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1118,1,1,1,12,1,1,1,23,14,10,6,0,0,0,1,0,0,20,0,0,7,9,6,12.7,0,0,8,8,7,13.57142857,0,13.9,-0.3,0.79,Graduate
1119,1,12,2,13,1,1,1,22,27,10,10,1,0,0,1,0,0,25,0,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled
1120,1,8,1,12,1,1,1,13,28,6,10,1,0,0,1,0,1,20,0,0,7,7,6,12.33333333,0,0,7,7,6,12.33333333,0,7.6,2.6,0.32,Graduate
1121,1,12,1,10,1,1,1,23,14,10,10,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
1122,1,1,3,14,1,1,1,1,1,6,6,0,0,0,1,0,0,20,0,0,5,6,5,13.33333333,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
1123,1,13,1,12,1,1,1,1,14,5,9,1,0,0,1,0,0,21,0,4,7,9,7,14.35555556,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
1124,1,15,1,4,1,14,1,22,28,10,10,0,0,1,1,0,1,19,0,0,6,8,6,13,0,0,6,11,5,13,0,15.5,2.8,-4.06,Graduate
1125,1,1,1,15,1,1,1,23,27,10,10,0,0,0,1,0,1,19,0,0,6,6,6,12.83333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
1126,1,1,2,14,1,1,1,22,28,10,10,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13,0,9.4,-0.8,-3.12,Graduate
1127,1,12,1,12,1,3,1,3,27,3,11,0,0,0,1,0,0,28,0,0,7,9,7,17.00555556,0,1,8,9,8,16.58222222,0,15.5,2.8,-4.06,Graduate
1128,1,1,1,10,1,1,1,22,28,10,10,1,0,1,0,0,1,19,0,0,6,8,5,10.6,0,0,6,8,5,11,0,10.8,1.4,1.74,Graduate
1129,1,1,1,9,1,1,1,22,27,10,7,0,0,0,1,0,1,18,0,0,5,5,5,14,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
1130,5,8,5,12,1,1,1,22,28,6,9,1,0,0,1,0,1,18,0,0,8,8,7,12.11428571,0,0,8,8,7,12.11428571,0,12.7,3.7,-1.7,Graduate
1131,1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,1,18,0,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
1132,1,13,1,12,1,1,1,1,2,10,4,1,0,0,1,0,0,22,0,4,8,8,7,13.28571429,0,4,8,8,7,13.28571429,0,12.7,3.7,-1.7,Graduate
1133,1,1,1,9,1,1,1,22,27,32,36,1,0,0,1,0,0,19,0,0,5,9,4,11,0,0,5,8,3,10.66666667,0,12.4,0.5,1.79,Enrolled
1134,1,1,1,12,1,1,1,13,1,10,6,0,0,0,1,0,1,18,0,0,7,7,7,14.07142857,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
1135,1,8,1,11,1,1,1,22,27,6,7,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,6,0,0,0,0,15.5,2.8,-4.06,Dropout
1136,1,15,1,2,1,14,1,22,27,6,7,0,0,0,0,0,0,26,0,4,9,9,4,11.25,0,3,10,12,3,11,0,12.4,0.5,1.79,Dropout
1137,1,1,3,5,1,1,1,22,28,10,10,1,0,0,1,0,1,18,0,0,6,6,6,14,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
1138,1,1,1,11,1,1,1,1,28,5,10,1,0,0,1,0,1,21,0,0,6,8,6,12.16666667,0,0,6,11,3,11.66666667,0,10.8,1.4,1.74,Dropout
